Symbol,Exchange
SUPERSPIN,BSE
SUPERTEX,BSE
SUPHA,BSE
SUPRAJIT,NSE
SUPRAPFSL,BSE
SUPRATRE,BSE
SUPREME,NSE
SUPREMEIND,NSE
SUPREMEINF,NSE
SUPRIYA,NSE
SUPTANERY,BSE
SURAJ,BSE
SURAJEST,NSE
SURAJLTD,NSE
SURAKSHA,NSE
SURANASOL,NSE
SURANAT&P,NSE
SURATRAML,BSE
SURBHIN,BSE
SURFI,BSE
SURJIND,BSE
SURYAAMBA,BSE
SURYALA,NSE
SURYALAXMI,NSE
SURYAROSNI,NSE
SURYODAY,NSE
SURYVANSP,BSE
SUSAN,BSE
SUTLEJTEX,NSE
SUVEN,NSE
SUVIDHAA,NSE
SUYOG,NSE
SUZLON,NSE
SVAMSOF,BSE
SVARTCORP,BSE
SVCIND,BSE
SVGLOBAL,BSE
SVJ,BSE
SVRL,BSE
SVS,BSE
SW1,BSE
SWADEIN,BSE
SWADHATURE,BSE
SWADPOL,BSE
SWAGTAM,BSE
SWANCORP,NSE
SWANDEF,BSE
SWARAJENG,NSE
SWARNSAR,BSE
SWASTH,BSE
SWASTIKA,BSE
SWASTIKAAL,BSE
SWASTIVI,BSE
SWATIPRO,BSE
SWELECTES,NSE
SWIGGY,NSE
SWISSMLTRY,BSE
SWITCHTE,BSE
SWOJAS,BSE
SWRNASE,BSE
SWSOLAR,NSE
SYLPH,BSE
SYMBIOX,BSE
SYMPHONY,NSE
SYNCOMF,NSE
SYNGENE,NSE
SYRMA,NSE
SYSCHEM,BSE
SYSTEMATIC,BSE
SYSTMTXC,BSE
SYTIXSE,BSE
TAALTECH,NSE
TACENT,BSE
TAHMARENT,BSE
TAINWALCHM,NSE
TAJGVK,NSE
TAKE,BSE
TAKYON,BSE
TALBROAUTO,NSE
TALBROSENG,BSE
TAMBOLIIN,NSE
TANAA,BSE
TANDHANIN,BSE
TANFACIND,BSE
TANLA,NSE
TARACHAND,NSE
TARAI,BSE
TARAPUR,NSE
TARC,NSE
TARIL,NSE
TARINI,BSE
TARMAT,NSE
TARSONS,NSE
TASTYBITE,NSE
TATACAP,NSE
TATACHEM,NSE
TATACOMM,NSE
TATACONSUM,NSE
TATAELXSI,NSE
TATAINVEST,NSE
TATAPOWER,NSE
TATASTEEL,NSE
TATATECH,NSE
TATIAGLOB,BSE
TATVA,NSE
TBOTEK,NSE
TBZ,NSE
TCC,NSE
TCFCFINQ,BSE
TCI,NSE
TCIEXP,NSE
TCIFINANCE,BSE
TCIIND,BSE
TCMLMTD,BSE
TCPLPACK,NSE
TCS,NSE
TDPOWERSYS,NSE
TDSL,BSE
TEAM24,BSE
TEAMGTY,NSE
TEAMLEASE,NSE
TECHKGREEN,BSE
TECHM,NSE
TECHNOE,NSE
TECHNOPACK,BSE
TECHNVISN,NSE
TECILCHEM,NSE
TEEAI,BSE
TEGA,NSE
TEJASNET,NSE
TEJASSVI,BSE
TEJNAKSH,BSE
TELECANOR,BSE
TELGE,BSE
TELOGICA,BSE
TEMBO,NSE
TENNIND,NSE
TERAI,BSE
TERASOFT,NSE
TEXELIN,BSE
TEXINFRA,NSE
TEXMOPIPES,NSE
TEXRAIL,NSE
TFCILTD,NSE
TFL,NSE
TFSL,BSE
TGBHOTELS,NSE
TGIF,BSE
TGVSL,BSE
THAKDEV,NSE
THAKRAL,BSE
THANGAMAYL,NSE
THEINVEST,NSE
THEJO,NSE
THELEELA,NSE
THEMISMED,NSE
THERMAX,NSE
THINKINK,BSE
THOMASCOOK,NSE
THOMASCOTT,NSE
THREEMPAPE,BSE
THRIVE,BSE
THYROCARE,NSE
TI,NSE
TICL,NSE
TIERRA,BSE
TIGERLOGS,BSE
TIGLOB,BSE
TIHIL,BSE
TIIL,NSE
TIINDIA,NSE
TIJARIA,NSE
TIL,NSE
TILAK,BSE
TIMESGREEN,BSE
TIMETECHNO,NSE
TIMEX,NSE
TIMKEN,NSE
TINNARUBR,NSE
TIPCO,BSE
TIPSFILMS,NSE
TIPSMUSIC,NSE
TIRSARJ,BSE
TIRTPLS,BSE
TIRUMALCHM,NSE
TIRUPATIFL,NSE
TIRUPATIIN,BSE
TIRUSTA,BSE
TITAANIUM,BSE
TITAGARH,NSE
TITAN,NSE
TITANBIO,BSE
TITANIN,BSE
TITANSEC,BSE
TLL,BSE
TMB,NSE
TMCV,NSE
TMPV,NSE
TNPETRO,NSE
TNPL,NSE
TNTELE,NSE
TOKYOFIN,BSE
TOKYOPLAST,BSE
TOLINS,NSE
TORNTPHARM,NSE
TORNTPOWER,NSE
TOTAL,NSE
TOTEM,BSE
TOUCHWOOD,NSE
TOYAMSL,BSE
TPHQ,NSE
TPINDIA,BSE
TPLPLASTEH,NSE
TPROJECT,BSE
TRABI,BSE
TRACXN,NSE
TRADEUNO,BSE
TRADWIN,BSE
TRANSCHEM,BSE
TRANSCOR,BSE
TRANSFD,BSE
TRANSFRE,BSE
TRANSPACT,BSE
TRANSPEK,NSE
TRANSRAILL,NSE
TRANSWORLD,BSE
TRAVELFOOD,NSE
TRAVELS,BSE
TREEHOUSE,NSE
TREJHARA,NSE
TREL,NSE
TRENT,NSE
TRESCON,BSE
TRF,NSE
TRICOMFRU,BSE
TRIDENT,NSE
TRIGYN,NSE
TRILIANCE,BSE
TRINITYLEA,BSE
TRIOMERC,BSE
TRISHAKT,BSE
TRITONV,BSE
TRITURBINE,NSE
TRIUMPIN,BSE
TRIVENI,NSE
TRIVENIENT,BSE
TRIVENIGQ,BSE
TRL,BSE
TRU,NSE
TRUALT,NSE
TRUECOLORS,BSE
TRUEGREEN,BSE
TRUSTEDGE,BSE
TSFINV,NSE
TSPIRITUAL,BSE
TTFL,BSE
TTGIL,BSE
TTIENT,BSE
TTKHLTCARE,NSE
TTKPRESTIG,NSE
TTL,NSE
TTML,NSE
TULSYAN,BSE
TUNITEX,BSE
TURTLEMINT,NSE
TUSALDAH,BSE
TUTIALKA,BSE
TVSELECT,NSE
TVSHLTD,NSE
TVSMNCRPS,BSE
TVSMOTOR,NSE
TVSSCS,NSE
TVSSRICHAK,NSE
TVTODAY,NSE
TVVISION,NSE
TYCHE,BSE
TYROON,BSE
UBL,NSE
UCAL,NSE
UCIL,BSE
UCOBANK,NSE
UDAYJEW,BSE
UDS,NSE
UEL,NSE
UFBL,NSE
UFLEX,NSE
UFO,NSE
UGARSUGAR,NSE
UGROCAP,NSE
UHMVL,BSE
UHZAVERI,BSE
UJJIVANSFB,NSE
ULTRACAB,BSE
ULTRACEMCO,NSE
ULTRAMAR,NSE
UMAEXPORTS,BSE
UMESLTD,NSE
UMIYA,BSE
UMIYA-MRO,NSE
UML,BSE
UNIABEXAL,BSE
UNIAUTO,BSE
UNICHEMLAB,NSE
UNIDT,BSE
UNIECOM,NSE
UNIENTER,NSE
UNIFIED,BSE
UNIMECH,NSE
UNIONBANK,NSE
UNIPARTS,NSE
UNIQUEO,BSE
UNIROYAL,BSE
UNISEM,BSE
UNISHIRE,BSE
UNISON,BSE
UNITDSPR,NSE
UNITECH,NSE
UNITEDPOLY,BSE
UNITEDTE,BSE
UNITEDTEA,NSE
UNITINT,BSE
UNIVARTS,BSE
UNIVASTU,NSE
UNIVCABLES,NSE
UNIVPHOTO,BSE
UNIVSTAR,BSE
UNJHAFOR,BSE
UNOMINDA,NSE
UNRYLMA,BSE
UPHOT,BSE
UPL,NSE
UPROTECH,BSE
UPSURGE,BSE
URAVIDEF,NSE
URBANCO,NSE
URJA,NSE
URSUGAR,BSE
USGTECH,BSE
USHAKIRA,BSE
USHAMART,NSE
USK,NSE
UTIAMC,NSE
UTIQUE,BSE
UTKARSHBNK,NSE
UTLINDS,BSE
UTLSOLAR,NSE
UTTAMSUGAR,NSE
UVDRHOR,BSE
UVS,BSE
UYFINCORP,NSE
V2RETAIL,NSE
VAARAD,BSE
VADILALIND,NSE
VADILENT,BSE
VAHH,BSE
VAIBHAVGBL,NSE
VAKRANGEE,NSE
VALENCIA,BSE
VALIANT,BSE
VALIANTORG,BSE
VALINDIA,BSE
VALLABHSQ,BSE
VALPLAST,BSE
VALSONQ,BSE
VAMA,BSE
VAML,NSE
VANDAN,BSE
VANDU,BSE
VANICOM,BSE
VAPIENTER,BSE
VARDHACRLC,NSE
VARDHMAN,BSE
VARDMNPOLY,NSE
VARIMAN,BSE
VARROC,NSE
VASCONEQ,BSE
VASHISHTHA,BSE
VASINFRA,BSE
VASWANI,NSE
VBIND,BSE
VBL,NSE
VCL,NSE
VCU,BSE
VEDANTASSET,BSE
VEDAVAAG,BSE
VEDL,NSE
VEDPOWER,NSE
VEEDOL,NSE
VEEFIN,BSE
VEERENRGY,BSE
VEERHEALTH,BSE
VEERKRUPA,BSE
VEGA,BSE
VEL,BSE
VELHO,BSE
VELJAN,NSE
VENKEYS,NSE
VENLONENT,BSE
VENMAX,BSE
VENTIVE,NSE
VENTURA,BSE
VENUSPIPES,NSE
VENUSREM,BSE
VERANDA,NSE
VERITAS,BSE
VERTEX,BSE
VESUVIUS,NSE
VETO,BSE
VGCL,BSE
VGIL,BSE
VGL,NSE
VGUARD,NSE
VHL,NSE
VHLTD,BSE
VICTMILL,BSE
VIDHIING,NSE
VIDYAWIRES,NSE
VIJAYA,NSE
VIJAYTX,BSE
VIJIFIN,BSE
VIJSOLX,BSE
VIKALPS,BSE
VIKASECO,NSE
VIKASLIFE,NSE
VIKASPROP,BSE
VIKASWSP,BSE
VIKRAMAR,BSE
VIKRAMSOLR,BSE
VIKRAMTH,BSE
VIKRAN,NSE
VIMTALABS,NSE
VINATIORGA,NSE
VINAYAKPOL,BSE
VINCOFE,NSE
VINDHYATEL,NSE
VINEETLAB,BSE
VINNY,NSE
VINRKLB,BSE
VINTAGES,BSE
VINYLINDIA,NSE
VINYOFL,BSE
VIPCLOTHNG,BSE
VIPIND,NSE
VIPPYSP,BSE
VIPULLTD,NSE
VIPULORG,BSE
VIRAT,BSE
VIRATCRA,BSE
VIRGOGLOB,BSE
VIRINCHI,NSE
VIRTUALG,BSE
VISACHROME,BSE
VISAGAR,BSE
VISAKAIND,NSE
VISHAL,BSE
VISHALBL,BSE
VISHNU,NSE
VISHWARAJ,NSE
VISIONCINE,BSE
VISIONCO,BSE
VISL,NSE
VISTAPH,BSE
VISTARAMAR,BSE
VISVEN,BSE
VIVAA,BSE
VIVANTA,BSE
VIVANZA,BSE
VIVIDHA,NSE
VIVIDIND,BSE
VIVIDM,BSE
VIVIMEDLAB,BSE
VIVOBIOT,BSE
VIYASH,NSE
VJLAXMIE,BSE
VJTFEDU,BSE
VKAL,BSE
VKGLOBAL,BSE
VLEGOV,BSE
VLL,BSE
VLSFINANCE,NSE
VMART,NSE
VMM,NSE
VMS,BSE
VMSTMT,BSE
VOEPL,NSE
VOGL,NSE
VOITHPAPR,BSE
VOLKAI,BSE
VOLLF,BSE
VOLTAMP,NSE
VOLTAS,NSE
VPAL,BSE
VPRPL,BSE
VRAJ,NSE
VRFILMS,BSE
VRL,BSE
VRLLOG,NSE
VRUDDHI,BSE
VSFPROJ,BSE
VSL,BSE
VSSL,NSE
VSTIND,NSE
VSTL,NSE
VSTTILLERS,NSE
VTL,NSE
VTMLTD,BSE
VVIPIL,BSE
VXLINSTR,BSE
WAA,BSE
WAAREE,BSE
WAAREEENER,NSE
WAAREEINDO,NSE
WAAREERTL,NSE
WABAG,NSE
WAGEND,BSE
WAKEFIT,NSE
WALCHANNAG,NSE
WALCHPF,BSE
WALLFORT,BSE
WANBURY,NSE
WARDINMOBI,BSE
WARDWIZFBL,BSE
WARRENTEA,BSE
WATERBASE,BSE
WCIL,NSE
WEALTH,NSE
WEBELSOLAR,NSE
WEIZMANIND,NSE
WEL,NSE
WELCORP,NSE
WELCURE,BSE
WELENT,NSE
WELSPLSOL,NSE
WELSPUNLIV,NSE
WENDT,NSE
WEPSOLN,BSE
WESTLEIRES,BSE
WESTLIFE,NSE
WEWORK,NSE
WHBRADY,BSE
WHEELS,NSE
WHIRLPOOL,NSE
WHITEORG,BSE
WILLAMAGOR,NSE
WILLIMFI,BSE
WINDLAS,NSE
WINDMACHIN,NSE
WINSOMBR,BSE
WINSOME,BSE
WINSOMTX,BSE
WIPL,NSE
WIPRO,NSE
WIREFABR,BSE
WOCKPHARMA,NSE
WOMENNET,BSE
WONDERLA,NSE
WORKMATES,BSE
WORTH,BSE
WORTHPERI,NSE
WPIL,NSE
WSFX,BSE
WSI,NSE
WSTCSTPAPR,NSE
WWALUM,BSE
XCHANGING,NSE
XELPMOC,NSE
XPROINDIA,NSE
XTGLOBAL,NSE
YAANENT,BSE
YAASHVI,BSE
YAJUR,BSE
YAMNINV,BSE
YARNSYN,BSE
YASHCHEM,BSE
YASHHTEJ,BSE
YASHHV,BSE
YASHINNO,BSE
YASHMGM,BSE
YASHO,NSE
YASHRAJC,BSE
YATHARTH,NSE
YATRA,NSE
YESBANK,NSE
YOGI,BSE
YOGISUNG,BSE
YORKEXP,BSE
YSL,BSE
YUG,BSE
YUKEN,NSE
YUNIKM,BSE
YUVRAAJHPL,BSE
ZAGGLE,NSE
ZAPPFRESH,BSE
ZBINTXPP,BSE
ZDHJERK,BSE
ZEAL,BSE
ZEEL,NSE
ZEELEARN,BSE
ZEEMEDIA,NSE
ZELIO,BSE
ZENIFIB,BSE
ZENITHEXPO,NSE
ZENITHHE,BSE
ZENITHSTL,NSE
ZENLABS,BSE
ZENOTECH,BSE
ZENSARTECH,NSE
ZENTEC,NSE
ZFCVINDIA,NSE
ZFSTEERING,NSE
ZIMLAB,BSE
ZMILGFIN,BSE
ZODIAC,BSE
ZODIACLOTH,NSE
ZODIACVEN,BSE
ZODJRDMKJ,BSE
ZOTA,NSE
ZR2,BSE
ZSARACOM,NSE
ZSVARAJT,BSE
ZUARI,NSE
ZUARIIND,NSE
ZWELCAST,BSE
ZYDUSLIFE,NSE
ZYDUSWELL,NSE
